Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
1320.000000	0.0060506 	1320.000000	0.00760343	1320.000000	0.00771247	1320.000000	0.00766508	1320.000000	0.00760239	1320.000000	1.0353e-06	
1340.000000	0.00603995	1340.000000	0.00758998	1340.000000	0.00769815	1340.000000	0.00765091	1340.000000	0.00758896	1340.000000	1.02089e-06	
1360.000000	0.00603   	1360.000000	0.00757733	1360.000000	0.0076845 	1360.000000	0.00763743	1360.000000	0.00757632	1360.000000	1.0069e-06	
1380.000000	0.00602072	1380.000000	0.00756542	1380.000000	0.00767149	1380.000000	0.0076246 	1380.000000	0.00756443	1380.000000	9.933e-07 	
1400.000000	0.0060121 	1400.000000	0.00755424	1400.000000	0.00765911	1400.000000	0.00761239	1400.000000	0.00755326	1400.000000	9.80073e-07	
1420.000000	0.00600409	1420.000000	0.00754375	1420.000000	0.00764733	1420.000000	0.00760078	1420.000000	0.00754278	1420.000000	9.67204e-07	
1440.000000	0.00599669	1440.000000	0.00753392	1440.000000	0.00763615	1440.000000	0.00758972	1440.000000	0.00753297	1440.000000	9.54681e-07	
1460.000000	0.00598986	1460.000000	0.00752473	1460.000000	0.00762554	1460.000000	0.00757921	1460.000000	0.00752378	1460.000000	9.42488e-07	
1480.000000	0.00598358	1480.000000	0.00751615	1480.000000	0.00761547	1480.000000	0.00756921	1480.000000	0.00751521	1480.000000	9.30613e-07	
1500.000000	0.00597784	1500.000000	0.00750815	1500.000000	0.00760591	1500.000000	0.0075597 	1500.000000	0.00750723	1500.000000	9.19043e-07	
1520.000000	0.00597261	1520.000000	0.00750072	1520.000000	0.00759684	1520.000000	0.00755066	1520.000000	0.00749981	1520.000000	9.07766e-07	
1540.000000	0.00596788	1540.000000	0.00749383	1540.000000	0.00758823	1540.000000	0.00754207	1540.000000	0.00749293	1540.000000	8.96772e-07	
1560.000000	0.00596363	1560.000000	0.00748746	1560.000000	0.00758006	1560.000000	0.00753391	1560.000000	0.00748657	1560.000000	8.8605e-07	
1580.000000	0.00595984	1580.000000	0.00748159	1580.000000	0.0075723 	1580.000000	0.00752617	1580.000000	0.00748072	1580.000000	8.75589e-07	
1600.000000	0.00595649	1600.000000	0.00747621	1600.000000	0.00756493	1600.000000	0.00751881	1600.000000	0.00747534	1600.000000	8.65381e-07	
1620.000000	0.00595358	1620.000000	0.00747129	1620.000000	0.00755794	1620.000000	0.00751184	1620.000000	0.00747044	1620.000000	8.55415e-07	
1640.000000	0.00595108	1640.000000	0.00746682	1640.000000	0.00755131	1640.000000	0.00750523	1640.000000	0.00746598	1640.000000	8.45684e-07	
1660.000000	0.00594898	1660.000000	0.00746279	1660.000000	0.00754501	1660.000000	0.00749896	1660.000000	0.00746195	1660.000000	8.36179e-07	
1680.000000	0.00594728	1680.000000	0.00745917	1680.000000	0.00753906	1680.000000	0.00749303	1680.000000	0.00745834	1680.000000	8.26892e-07	
1700.000000	0.00594595	1700.000000	0.00745595	1700.000000	0.00753341	1700.000000	0.00748742	1700.000000	0.00745513	1700.000000	8.17816e-07	
1750.000000	0.0059442 	1750.000000	0.00744958	1750.000000	0.00752062	1750.000000	0.00747471	1750.000000	0.00744879	1750.000000	7.96002e-07	
1800.000000	0.00594455	1800.000000	0.00744545	1800.000000	0.00750957	1800.000000	0.00746373	1800.000000	0.00744467	1800.000000	7.75356e-07	
1850.000000	0.00594686	1850.000000	0.00744336	1850.000000	0.00750009	1850.000000	0.00745433	1850.000000	0.00744261	1850.000000	7.55788e-07	
1900.000000	0.00595099	1900.000000	0.00744317	1900.000000	0.00749203	1900.000000	0.00744635	1900.000000	0.00744243	1900.000000	7.37214e-07	
1950.000000	0.0059568 	1950.000000	0.00744472	1950.000000	0.00748526	1950.000000	0.00743967	1950.000000	0.007444  	1950.000000	7.19558e-07	
2000.000000	0.00596419	2000.000000	0.00744789	2000.000000	0.00747966	2000.000000	0.00743417	2000.000000	0.00744719	2000.000000	7.02755e-07	
2100.000000	0.00598329	2100.000000	0.00745862	2100.000000	0.00747155	2100.000000	0.0074263 	2100.000000	0.00745795	2100.000000	6.71467e-07	
2200.000000	0.00600757	2200.000000	0.00747453	2200.000000	0.00746702	2200.000000	0.00742203	2200.000000	0.00747389	2200.000000	6.42926e-07	
2300.000000	0.00603643	2300.000000	0.00749496	2300.000000	0.00746555	2300.000000	0.00742078	2300.000000	0.00749434	2300.000000	6.16783e-07	
2400.000000	0.00606937	2400.000000	0.00751933	2400.000000	0.00746667	2400.000000	0.00742207	2400.000000	0.00751873	2400.000000	5.92745e-07	
2500.000000	0.00610597	2500.000000	0.00754716	2500.000000	0.00747001	2500.000000	0.0074255 	2500.000000	0.00754659	2500.000000	5.70565e-07	
2600.000000	0.00614587	2600.000000	0.00757807	2600.000000	0.0074752 	2600.000000	0.00743075	2600.000000	0.00757752	2600.000000	5.50033e-07	
2700.000000	0.00618876	2700.000000	0.00761169	2700.000000	0.00748196	2700.000000	0.00743754	2700.000000	0.00761116	2700.000000	5.3097e-07	
2800.000000	0.00623437	2800.000000	0.00764774	2800.000000	0.00749002	2800.000000	0.00744564	2800.000000	0.00764723	2800.000000	5.13224e-07	
2900.000000	0.00628247	2900.000000	0.00768597	2900.000000	0.0074992 	2900.000000	0.00745485	2900.000000	0.00768547	2900.000000	4.9666e-07	
3000.000000	0.00633286	3000.000000	0.00772614	3000.000000	0.00750931	3000.000000	0.00746501	3000.000000	0.00772566	3000.000000	4.81163e-07	
3200.000000	0.00643983	3200.000000	0.00781159	3200.000000	0.00753183	3200.000000	0.00748762	3200.000000	0.00781113	3200.000000	4.52979e-07	
3400.000000	0.00655409	3400.000000	0.00790281	3400.000000	0.00755668	3400.000000	0.00751258	3400.000000	0.00790238	3400.000000	4.28004e-07	
3600.000000	0.00667473	3600.000000	0.00799882	3600.000000	0.0075832 	3600.000000	0.00753921	3600.000000	0.00799841	3600.000000	4.05713e-07	
3800.000000	0.00680102	3800.000000	0.00809883	3800.000000	0.00761089	3800.000000	0.007567  	3800.000000	0.00809844	3800.000000	3.85692e-07	
4000.000000	0.00693235	4000.000000	0.0082022 	4000.000000	0.00763937	4000.000000	0.00759558	4000.000000	0.00820183	4000.000000	3.67609e-07	
4200.000000	0.00706825	4200.000000	0.00830844	4200.000000	0.00766836	4200.000000	0.00762466	4200.000000	0.00830809	4200.000000	3.51192e-07	
4400.000000	0.00720832	4400.000000	0.00841713	4400.000000	0.00769764	4400.000000	0.00765402	4400.000000	0.00841679	4400.000000	3.36219e-07	
4600.000000	0.00735222	4600.000000	0.00852792	4600.000000	0.00772703	4600.000000	0.00768349	4600.000000	0.00852759	4600.000000	3.22506e-07	
4800.000000	0.00749969	4800.000000	0.00864053	4800.000000	0.0077564 	4800.000000	0.00771294	4800.000000	0.00864022	4800.000000	3.09899e-07	
5000.000000	0.00765048	5000.000000	0.00875472	5000.000000	0.00778566	5000.000000	0.00774227	5000.000000	0.00875442	5000.000000	2.98267e-07	
5250.000000	0.00784334	5250.000000	0.00889937	5250.000000	0.00782196	5250.000000	0.00777865	5250.000000	0.00889909	5250.000000	2.84935e-07	
5500.000000	0.00804076	5500.000000	0.00904585	5500.000000	0.00785785	5500.000000	0.00781461	5500.000000	0.00904558	5500.000000	2.72775e-07	
6000.000000	0.00844822	6000.000000	0.00934326	6000.000000	0.0079281 	6000.000000	0.00788498	6000.000000	0.00934301	6000.000000	2.51402e-07	
6500.000000	0.00887116	6500.000000	0.00964528	6500.000000	0.00799604	6500.000000	0.00795302	6500.000000	0.00964505	6500.000000	2.33217e-07	
7000.000000	0.00930835	7000.000000	0.00995074	7000.000000	0.00806151	7000.000000	0.00801859	7000.000000	0.00995052	7000.000000	2.1755e-07	
7500.000000	0.00975888	7500.000000	0.0102588 	7500.000000	0.00812437	7500.000000	0.00808166	7500.000000	0.0102586 	7500.000000	2.03909e-07	
8000.000000	0.0102221 	8000.000000	0.0105688 	8000.000000	0.00818488	8000.000000	0.00814228	8000.000000	0.0105686 	8000.000000	1.9192e-07	
8500.000000	0.0106974 	8500.000000	0.0108802 	8500.000000	0.00824316	8500.000000	0.00820056	8500.000000	0.01088   	8500.000000	1.81299e-07	
9000.000000	0.0111844 	9000.000000	0.0111928 	9000.000000	0.00829922	9000.000000	0.00825659	9000.000000	0.0111926 	9000.000000	1.71821e-07	
9500.000000	0.0116829 	9500.000000	0.0115062 	9500.000000	0.00835301	9500.000000	0.0083105 	9500.000000	0.0115061 	9500.000000	1.63311e-07	
10000.000000	0.0121925 	10000.000000	0.0118203 	10000.000000	0.00840465	10000.000000	0.00836241	10000.000000	0.0118201 	10000.000000	1.55626e-07	
11000.000000	0.0132443 	11000.000000	0.0124496 	11000.000000	0.0085025 	11000.000000	0.00846068	11000.000000	0.0124495 	11000.000000	1.4229e-07	
12000.000000	0.0143387 	12000.000000	0.0130798 	12000.000000	0.0085941 	12000.000000	0.00855226	12000.000000	0.0130796 	12000.000000	1.31112e-07	
13000.000000	0.0154748 	13000.000000	0.0137101 	13000.000000	0.0086797 	13000.000000	0.00863791	13000.000000	0.01371   	13000.000000	1.21603e-07	
14000.000000	0.016652  	14000.000000	0.0143402 	14000.000000	0.00875976	14000.000000	0.00871829	14000.000000	0.0143401 	14000.000000	1.13413e-07	
15000.000000	0.0178701 	15000.000000	0.0149698 	15000.000000	0.00883493	15000.000000	0.00879397	15000.000000	0.0149697 	15000.000000	1.06283e-07	
16000.000000	0.0191288 	16000.000000	0.0155987 	16000.000000	0.0089059 	16000.000000	0.00886545	16000.000000	0.0155986 	16000.000000	1.00018e-07	
17000.000000	0.0204279 	17000.000000	0.0162267 	17000.000000	0.00897318	17000.000000	0.00893315	17000.000000	0.0162266 	17000.000000	9.44685e-08	
18000.000000	0.0217674 	18000.000000	0.0168538 	18000.000000	0.00903716	18000.000000	0.00899742	18000.000000	0.0168537 	18000.000000	8.95177e-08	
19000.000000	0.0231473 	19000.000000	0.01748   	19000.000000	0.00909815	19000.000000	0.00905859	19000.000000	0.0174799 	19000.000000	8.50727e-08	
20000.000000	0.0245675 	20000.000000	0.0181051 	20000.000000	0.00915639	20000.000000	0.00911694	20000.000000	0.018105  	20000.000000	8.10593e-08	
21000.000000	0.0260282 	21000.000000	0.0187292 	21000.000000	0.009212  	21000.000000	0.0091727 	21000.000000	0.0187291 	21000.000000	7.7417e-08	
22000.000000	0.0275293 	22000.000000	0.0193522 	22000.000000	0.00926493	22000.000000	0.0092261 	22000.000000	0.0193521 	22000.000000	7.40961e-08	
23000.000000	0.0290711 	23000.000000	0.0199742 	23000.000000	0.00931571	23000.000000	0.00927731	23000.000000	0.0199742 	23000.000000	7.10556e-08	
24000.000000	0.0306537 	24000.000000	0.0205953 	24000.000000	0.00936454	24000.000000	0.00932651	24000.000000	0.0205952 	24000.000000	6.8261e-08	
25000.000000	0.0322772 	25000.000000	0.0212153 	25000.000000	0.00941148	25000.000000	0.00937385	25000.000000	0.0212152 	25000.000000	6.56835e-08	
26000.000000	0.0339416 	26000.000000	0.0218343 	26000.000000	0.0094567 	26000.000000	0.00941946	26000.000000	0.0218342 	26000.000000	6.32985e-08	
27000.000000	0.0356473 	27000.000000	0.0224523 	27000.000000	0.00950034	27000.000000	0.00946346	27000.000000	0.0224522 	27000.000000	6.10851e-08	
28000.000000	0.0373944 	28000.000000	0.0230694 	28000.000000	0.00954246	28000.000000	0.00950596	28000.000000	0.0230693 	28000.000000	5.90251e-08	
29000.000000	0.039183  	29000.000000	0.0236855 	29000.000000	0.00958315	29000.000000	0.00954705	29000.000000	0.0236854 	29000.000000	5.71031e-08	
30000.000000	0.0410133 	30000.000000	0.0243007 	30000.000000	0.00962249	30000.000000	0.00958683	30000.000000	0.0243006 	30000.000000	5.53055e-08	
32000.000000	0.0447999 	32000.000000	0.0255284 	32000.000000	0.00969749	32000.000000	0.00966276	32000.000000	0.0255284 	32000.000000	5.20378e-08	
34000.000000	0.0487558 	34000.000000	0.0267527 	34000.000000	0.00976806	34000.000000	0.0097343 	34000.000000	0.0267527 	34000.000000	4.91438e-08	
36000.000000	0.0528826 	36000.000000	0.0279737 	36000.000000	0.00983457	36000.000000	0.00980194	36000.000000	0.0279737 	36000.000000	4.65623e-08	
38000.000000	0.0571821 	38000.000000	0.0291916 	38000.000000	0.0098974 	38000.000000	0.00986608	38000.000000	0.0291916 	38000.000000	4.42449e-08	
40000.000000	0.0616559 	40000.000000	0.0304064 	40000.000000	0.00995698	40000.000000	0.00992705	40000.000000	0.0304064 	40000.000000	4.21528e-08	
42000.000000	0.066306  	42000.000000	0.0316184 	42000.000000	0.0100137 	42000.000000	0.00998516	42000.000000	0.0316184 	42000.000000	4.02543e-08	
44000.000000	0.071134  	44000.000000	0.0328276 	44000.000000	0.0100679 	44000.000000	0.0100407 	44000.000000	0.0328276 	44000.000000	3.85236e-08	
46000.000000	0.076142  	46000.000000	0.0340341 	46000.000000	0.0101197 	46000.000000	0.0100938 	46000.000000	0.0340341 	46000.000000	3.69392e-08	
48000.000000	0.0813316 	48000.000000	0.0352381 	48000.000000	0.0101694 	48000.000000	0.0101447 	48000.000000	0.0352381 	48000.000000	3.54831e-08	
50000.000000	0.086705  	50000.000000	0.0364397 	50000.000000	0.010217  	50000.000000	0.0101936 	50000.000000	0.0364397 	50000.000000	3.41403e-08	
